TXNAME,GENEID
XM_026439053,LOC102655285
XM_026439054,LOC102655285
XM_026439055,LOC102655285
XM_026439049,LOC107965761
XM_026439051,LOC107965761
XM_026439050,LOC107965761
XR_003304187,LOC726292
GeneID_107965789_t1,GeneID_107965789
XR_003304186,LOC726292
XM_006571924,LOC102654800
XM_026446489,LOC727168
XM_026446490,LOC727168
XM_026446493,LOC727350
XM_026446491,LOC727350
XM_001123067,LOC727358
XM_006572131,LOC411359
XM_026439003,LOC411359
XM_006572132,LOC552129
XM_026446411,LOC727574
XM_026446410,LOC727574
XM_026446409,LOC727574
XM_026446408,LOC727574
XM_026446407,LOC727574
XR_003306553,LOC113219424
XM_026439035,LOC107965774
XM_026439034,LOC107965774
XM_026446403,LOC100576649
XM_026446404,LOC409111
XM_026438944,LOC100576896
XR_003304126,LOC100576896
XR_003304127,LOC100576896
XR_003304134,LOC100576896
XR_003304138,LOC100576896
XR_003304140,LOC100576896
XR_003304141,LOC100576896
XR_003304143,LOC100576896
XR_003304135,LOC100576896
XR_003304139,LOC100576896
XR_003304142,LOC100576896
XR_003304131,LOC100576896
XR_003304133,LOC100576896
XR_003304137,LOC100576896
XR_003304144,LOC100576896
XR_003304145,LOC100576896
XR_003304128,LOC100576896
XR_003304129,LOC100576896
XR_003304132,LOC100576896
XR_003304136,LOC100576896
XR_003304124,LOC100576896
XR_003304122,LOC100576896
XR_003304123,LOC100576896
XR_003304130,LOC100576896
XR_003304125,LOC100576896
XR_003304146,LOC100576896
XM_006572123,LOC100576896
XM_006572122,LOC100576829
XM_003251837,LOC100576829
XM_001121363,LOC725528
XR_412387,LOC725528
XM_026438931,LOC412594
XM_026438915,LOC412594
XM_026438916,LOC412594
XM_026438917,LOC412594
XM_026438918,LOC412594
XM_026438919,LOC412594
XM_026438920,LOC412594
XM_026438921,LOC412594
XM_026438922,LOC412594
XM_026438923,LOC412594
XM_026438924,LOC412594
XM_026438925,LOC412594
XM_026438926,LOC412594
XM_026438927,LOC412594
XM_026438928,LOC412594
XM_026438929,LOC412594
XM_026438930,LOC412594
XR_003304118,LOC412594
XM_006572282,LOC727119
XR_120709,LOC727119
XR_412437,LOC727119
XR_412436,LOC727119
XM_003251850,LOC100578587
XM_006557645,LOC726171
XM_006557646,LOC102654530
XM_016911002,LOC102654530
XM_006557649,LOC412465
XM_006557648,LOC412465
NM_001142693,LOC100217360
XM_006557650,LOC102654685
XM_006557655,LOC552292
XM_003249101,LOC552292
XM_392968,LOC409457
XM_395961,LOC412505
XM_003249103,LOC100576121
XM_026439146,LOC100576121
XR_003304121,LOC113218584
XM_006557657,LOC412955
XM_396406,LOC412955
XM_006557660,LOC412955
XR_003304120,LOC102655235
XR_407540,LOC102655235
XM_026439151,LOC725270
XM_026446461,LOC724471
NR_130406,GeneID_104794338
GeneID_104794338_t1,GeneID_104794338
XM_016910925,LOC411729
XM_016910926,LOC411729
XM_395197,LOC411729
NM_001270828,GeneID_100578244
XM_006558341,LOC724735
XM_006558339,LOC724735
XM_006558340,LOC724735
XM_006558338,LOC724735
NM_001270813,GeneID_724777
XM_006558762,LOC102655706
XM_026439105,LOC550962
XM_625163,LOC552788
XM_003249393,LOC552790
XM_006559137,LOC413607
XM_006559136,LOC102654955
XM_006559135,LOC412759
XM_006559134,LOC412759
XM_396212,LOC412759
XM_624379,LOC551997
XR_408229,LOC551997
XM_395475,LOC412009
XR_001702259,LOC412009
XM_624484,LOC552105
XM_016910719,LOC107964039
XM_006559125,LOC724736
XM_006559124,LOC724736
XM_016910718,LOC724736
XM_026439024,LOC724736
XR_001702102,LOC107964040
XM_396724,LOC413279
XM_003249403,LOC413146
XM_393285,LOC409791
XR_003304119,LOC113218583
XM_006559117,LOC412143
XM_026446413,LOC412143
XM_006559116,LOC412143
XM_006559119,LOC412143
XM_006559113,LOC412143
XM_006559114,LOC412143
XM_006559118,LOC412143
XM_006559115,LOC412143
XM_395607,LOC412143
XM_397308,LOC413869
XM_006559107,LOC100578498
XM_003249397,LOC100578498
XM_006559108,LOC100578498
XM_006559109,LOC100578498
XM_623667,LOC551273
XM_006559103,LOC100578429
XM_006559104,LOC100578429
XM_006559094,LOC100578885
XM_016910717,LOC100578885
XM_003249400,LOC100578885
XM_006559090,LOC100578885
XM_006559091,LOC100578885
XM_006559092,LOC100578885
XM_006559093,LOC100578885
XM_016910715,LOC100578885
XM_026438937,LOC100578885
XM_026438939,LOC100578885
XM_026438938,LOC100578885
XM_006559089,LOC100578885
XM_006559101,LOC408716
XM_016910713,LOC408716
XM_006559098,LOC408716
XR_003304159,LOC113218529
XR_003304157,LOC113218529
XR_003304160,LOC113218529
XR_003304155,LOC113218529
XR_003304158,LOC113218529
XR_003304161,LOC113218529
XR_003304156,LOC113218529
NM_001013361,GeneID_410902
XM_026438973,LOC100578397
XR_001702113,LOC100578839
XR_408204,LOC100578839
XR_003304152,LOC100578839
XR_001702131,LOC100578839
XR_003304154,LOC100578839
XR_003304153,LOC100578839
XR_408205,LOC100578839
XR_408206,LOC100578839
XR_001702111,LOC100578839
XR_001702112,LOC100578839
XR_001702114,LOC100578839
XM_006559075,LOC411452
XM_006559076,LOC411452
XM_006559077,LOC411452
XM_006559078,LOC411452
XM_006559079,LOC411452
XM_006559080,LOC411452
XM_006559081,LOC411452
XM_026439152,LOC410087
XM_016910895,LOC411348
XM_026446396,LOC411348
XM_006560431,LOC411348
XM_026446395,LOC411348
XM_394822,LOC411348
NR_031509,GeneID_732492
GeneID_732492_t1,GeneID_732492
NR_039503,GeneID_100629034
GeneID_100629034_t1,GeneID_100629034
NR_034290,GeneID_100315665
GeneID_100315665_t1,GeneID_100315665
XM_006560717,LOC412824
XR_001702184,LOC107964054
XR_001702240,LOC107964083
XM_026446397,LOC408714
XM_006561080,LOC408714
XM_006561081,LOC408714
XM_016910978,LOC100578727
XM_006561084,LOC100578727
XM_016910976,LOC100578727
XM_003249776,LOC100578727
XM_016910979,LOC100578727
XM_016910977,LOC100578727
XM_016910922,LOC100577598
XM_006561086,LOC100577598
XM_026446437,LOC100577598
XM_394373,LOC410897
XM_394372,LOC410896
XR_003304169,LOC113218592
XR_001702108,LOC107964042
XM_394370,LOC410894
XR_003304211,LOC408710
XR_003304212,LOC408710
XR_003304213,LOC408710
XM_006561094,LOC408710
XM_392246,LOC408710
XM_006561101,LOC551849
XM_006561097,LOC551849
XM_016910863,LOC107964069
XR_001702206,LOC107964069
XR_001702208,LOC107964069
XR_003306562,LOC107964069
XR_001702281,LOC107964103
XM_016910960,LOC408705
XM_026438907,LOC408705
XM_026438908,LOC408705
XM_026446503,LOC552307
XM_624722,LOC552346
XM_006561115,LOC411955
XM_006561116,LOC411955
XM_003249777,LOC100579003
XM_624796,LOC552422
XM_006561122,LOC552471
XM_394823,LOC411349
XM_006561124,LOC411349
XM_006561126,LOC409038
XM_006561128,LOC409038
XM_392566,LOC409038
XM_006561127,LOC409038
XM_006561133,LOC725119
XM_026439027,LOC725119
XM_026438945,LOC410891
XM_006561152,LOC408708
XM_003249757,LOC408708
XM_392244,LOC408708
XM_006561151,LOC408708
XM_006561150,LOC408708
XM_006561153,LOC725530
XM_006561157,LOC100576320
XM_026439043,LOC107963989
XM_026439044,LOC725506
XM_001121453,LOC725625
XM_003249760,LOC100576512
XM_003249761,LOC100576512
XM_006561159,LOC725757
XM_006561160,LOC725757
XM_006561161,LOC725757
XM_001121566,LOC725757
XM_001121596,LOC725789
XM_006561162,LOC408706
XM_623196,LOC408706
XM_006561163,LOC725860
XM_006561166,LOC725860
XM_026446387,LOC725860
XM_006561164,LOC725860
NR_039504,GeneID_100629035
GeneID_100629035_t1,GeneID_100629035
XM_001120413,LOC726009
XM_006561172,LOC726085
XM_623902,LOC551508
XM_395591,LOC412127
XM_026439099,LOC726295
XM_016911019,LOC726295
XM_394360,LOC410884
XR_001702200,LOC102654210
XR_409756,LOC100577125
XR_003304217,LOC102654085
XM_026446433,LOC410882
XM_026446432,LOC410882
XM_026446431,LOC410882
XM_026446429,LOC410882
XM_016910911,LOC410882
XM_026446430,LOC410882
XM_026446434,LOC410882
XM_026446435,LOC410882
XM_026446436,LOC410882
NR_127305,GeneID_104794316
GeneID_104794316_t1,GeneID_104794316
GeneID_104794316-2,GeneID_104794316
XM_006564227,LOC724553
XM_003250397,LOC100576274
XM_006564229,LOC100576274
XM_006564235,LOC102656247
XM_026439017,LOC113218590
XM_001123009,LOC727300
XM_006564237,LOC727300
XM_026439066,LOC727308
XM_006564701,LOC100579019
XM_392237,LOC408701
XM_003250463,LOC100578514
NR_127310,GeneID_104794335
GeneID_104794335_t1,GeneID_104794335
XM_006564718,LOC412330
XM_006564719,LOC100578715
XM_026446449,LOC100578715
XM_006564724,LOC725325
XM_006564723,LOC725325
XM_006564722,LOC725325
XM_006564727,LOC102655463
XM_026439304,LOC411871
XM_016910901,LOC409092
XM_006565921,LOC409092
XM_006565922,LOC409092
XM_016910902,LOC100578119
XM_016910903,LOC100578119
XM_016910904,LOC100578119
XM_006565923,LOC100578119
XM_006565924,LOC100578119
NR_039506,GeneID_100629036
GeneID_100629036_t1,GeneID_100629036
XM_006565920,LOC100578084
XM_006565919,LOC413350
XM_006565917,LOC413350
XM_396795,LOC413350
XM_006565916,LOC413350
XM_006565918,LOC413350
XM_006565915,LOC413351
XM_396796,LOC413351
XM_026439169,LOC100577939
XM_624375,LOC551992
XM_016910848,LOC551992
XM_001120710,LOC724808
XM_026439289,LOC724808
XM_006565914,LOC413845
XM_394354,LOC410878
XM_026438909,LOC410878
XM_026438910,LOC410878
XR_003304188,LOC100578436
XR_410400,LOC100578436
XR_410401,LOC100578436
XR_001706526,LOC100578436
XM_026439113,LOC102655100
XR_003304189,LOC113218600
XR_001706525,LOC107966103
XR_003304193,LOC113218601
XR_003304190,LOC107966102
XR_003304191,LOC107966102
XR_003304192,LOC107966102
XR_001706524,LOC107966102
XM_001121043,LOC725165
XM_016918055,LOC725165
XM_016918054,LOC725165
XR_003304197,LOC107966099
XR_003304203,LOC107966100
XR_003304202,LOC107966100
XR_410389,LOC107966098
XR_003304198,LOC107966098
XR_003304199,LOC107966098
XR_003304200,LOC107966098
XR_003304194,LOC113218603
XR_003304195,LOC113218603
XR_003304196,LOC113218603
XR_003304201,LOC107966088
XR_410394,LOC102656092
XR_001706514,LOC107966095
XR_003304165,LOC113218588
XR_003304164,LOC102656676
XR_003304163,LOC107966089
XR_001706504,LOC107966089
XM_006565874,LOC726583
XM_026446471,LOC412132
XM_395596,LOC412132
XM_016910691,LOC412132
XM_016910690,LOC412132
XM_001122434,LOC726711
XM_016910688,LOC408693
XM_016910689,LOC408693
XM_026439224,LOC408693
XM_016910686,LOC408693
XM_026439221,LOC408693
XM_026439222,LOC408693
XM_016910685,LOC408693
XM_016910684,LOC408693
XM_016910687,LOC408693
XM_001122467,LOC726747
XM_392231,LOC408695
XM_397519,LOC408696
XM_001122505,LOC726783
XM_026439262,LOC726793
XM_001122514,LOC726793
XR_001702245,LOC107964086
XM_394352,LOC410876
XR_003304147,LOC100576403
XR_003304148,LOC100576403
XM_394353,LOC410877
XM_026439191,LOC551711
XM_003250692,LOC100576433
XM_001122673,LOC726956
XM_006565852,LOC726956
XM_396637,LOC413186
XM_006565844,LOC100578356
XM_026438977,LOC100578356
GeneID_107964112_t1,GeneID_107964112
GeneID_107964111_t1,GeneID_107964111
GeneID_107964110_t1,GeneID_107964110
GeneID_107964129_t1,GeneID_107964129
GeneID_107964128_t1,GeneID_107964128
GeneID_107964127_t1,GeneID_107964127
XR_003304109,LOC100577827
XR_003304104,LOC100577827
XR_003304105,LOC100577827
XR_003304111,LOC100577827
XR_003304108,LOC100577827
XR_003304113,LOC100577827
XR_003304110,LOC100577827
XR_003304112,LOC100577827
XR_003304106,LOC100577827
XR_003304107,LOC100577827
XM_026438846,LOC100577827
XR_003306561,LOC113219427
XR_001702219,LOC107964072
XM_003250690,LOC100576284
XM_003250728,LOC100578730
XM_003250729,LOC100578730
XM_006565837,LOC726987
XM_006565836,LOC726987
XM_026438948,LOC726987
XM_026438949,LOC726987
XR_003304175,LOC100577255
XM_026439041,LOC100577255
XM_026439042,LOC100577255
GeneID_107964121_t1,GeneID_107964121
GeneID_107964109_t1,GeneID_107964109
XM_394348,LOC410872
XM_016910739,LOC408691
XM_016910740,LOC408691
XM_026439008,LOC100578833
XM_026439009,LOC100578833
XM_026439011,LOC100578833
XM_001120381,LOC724507
XR_003304167,LOC113218589
XM_006568214,LOC408690
XM_006568213,LOC408690
XM_006568215,LOC408690
XM_392226,LOC408690
XM_003251156,LOC100578801
XM_006568211,LOC551008
XM_394342,LOC410866
XM_006568210,LOC724851
XM_006568208,LOC724851
XM_016910799,LOC724851
XM_006568209,LOC724851
XM_001120755,LOC724851
XM_016910797,LOC410865
XM_016910794,LOC410863
XM_006568203,LOC100578478
XM_003251153,LOC100578478
XM_006568197,LOC410862
XM_006568198,LOC410862
XM_016911024,LOC102654726
XM_026439147,LOC102654726
XM_016910699,LOC410860
XR_001702090,LOC107964035
XM_016918014,LOC107966085
XM_026446427,LOC107966085
XM_001121344,LOC100578144
XM_003251145,LOC100577530
XM_006568184,LOC100577530
XM_026438960,LOC100577496
XM_026438961,LOC100577496
XM_026438963,LOC102653640
XM_026438962,LOC102653640
XM_006568176,LOC102653640
XR_411131,LOC102653599
XR_411132,LOC102653599
XM_394332,LOC410856
XM_006568173,LOC410856
XM_006568172,LOC410856
XM_026439244,LOC725491
XM_001120476,LOC725491
NM_001011597,GeneID_406113
XM_006568148,GeneID_406113
XM_006568152,LOC551395
XM_001119981,LOC724211
XM_016918135,LOC410851
XR_003304205,LOC113218553
XM_026439183,LOC551122
XM_026439181,LOC551122
XM_016918139,LOC551122
XM_006569083,LOC410849
XM_026439180,LOC113218605
XM_026439179,LOC113218605
XM_026439187,LOC100577751
XM_026439186,LOC100577751
XM_026439184,LOC100577751
XM_026439188,LOC100577751
XM_026439189,LOC100577751
XM_001120497,LOC724600
XM_394320,LOC410844
XM_006569077,LOC410844
XM_623130,LOC550739
XM_006569076,LOC550739
XM_001120674,LOC724775
XM_006569075,LOC724775
XM_016910815,LOC552074
XM_016910811,LOC552074
XM_016910812,LOC552074
XM_016910813,LOC552074
XM_016910814,LOC552074
XM_026439158,LOC552074
XM_026439160,LOC113218551
XM_026439161,LOC113218551
XM_001120007,LOC725101
GeneID_107964124_t1,GeneID_107964124
XM_003251269,LOC100577635
XM_006569049,LOC100577635
XM_016910765,LOC100577635
XM_026439047,LOC100577635
XM_396581,LOC413130
XM_392218,LOC408681
XM_016910766,LOC408681
XM_006569035,LOC408680
XM_006569042,LOC408680
XM_006569043,LOC408680
XM_006569044,LOC408680
XM_006569045,LOC408680
XM_006569047,LOC408680
XM_026439045,LOC408680
XM_026439046,LOC408680
XM_392217,LOC408680
XM_006569018,LOC408670
XM_006569015,LOC408670
XM_016910892,LOC408670
XM_006569017,LOC408670
XM_006569014,LOC408670
XM_006569016,LOC408670
XM_016910894,LOC408670
XM_026446405,LOC408670
XM_026446406,LOC408670
XM_006569010,LOC410831
XM_006569011,LOC410831
XM_006569003,LOC410831
XM_006569004,LOC410831
XM_026439290,LOC410831
XM_026439291,LOC410831
XM_026439292,LOC410831
XM_026439293,LOC410831
XR_411318,LOC410831
XM_016910873,LOC410831
XM_016910875,LOC410831
XM_016918016,LOC551689
XM_006568999,LOC409221
XM_026438975,LOC409221
XR_001702262,LOC107964096
XM_392760,LOC409236
XM_001121567,LOC725758
XM_026446400,LOC409322
XM_026446399,LOC409322
XM_026446398,LOC409322
XM_026446401,LOC409322
XM_026446402,LOC409322
XM_001121718,LOC725930
XM_623728,LOC551330
XM_006568986,LOC410828
XM_006568987,LOC410828
XM_026439208,LOC113218609
XM_026439207,LOC726230
XM_001121986,LOC726230
XM_006568980,LOC412133
XM_006568978,LOC412133
XM_026439210,LOC102653961
XM_026439209,LOC102653961
XM_026439211,LOC102653961
NM_001080094,LOC411672
XM_006568693,LOC411672
XR_001706543,LOC100576808
XM_026446381,LOC726393
XM_026446382,LOC726393
NM_001098232,LOC726393
XM_001120246,LOC726428
XM_006568972,LOC726428
XM_006568971,LOC411763
XM_003251250,LOC100576706
XM_006568975,LOC100576706
GeneID_107964126_t1,GeneID_107964126
XM_623129,LOC550738
XM_006568970,LOC410825
XR_411312,LOC102653583
XM_003251267,LOC100577106
XM_006568956,LOC100577106
XM_006568958,LOC102656490
XM_006568957,LOC102656490
XM_016918083,LOC408669
XM_016918082,LOC408669
XM_016918084,LOC408669
XM_026439135,LOC408669
XM_006568961,LOC408669
XM_006568962,LOC408669
XM_006568960,LOC408669
XM_016918081,LOC408669
XM_006568948,LOC410823
XM_006568949,LOC410823
XM_006568950,LOC410823
XM_006568951,LOC410823
XM_026439130,LOC410823
XM_026439131,LOC410823
XM_026439132,LOC410823
XM_026439133,LOC410823
XM_006568952,LOC410823
XM_006568953,LOC410823
XM_006572386,LOC102655220
XM_026439225,LOC724114
XM_026439226,LOC724114
XM_006568933,LOC552277
XM_026446498,LOC724776
XM_016910984,LOC724776
XM_006568932,LOC100576118
XM_006568929,LOC100576118
XM_006568930,LOC100576118
XM_006568925,LOC552320
XM_006568926,LOC552320
XM_026446497,LOC552320
XM_624695,LOC552320
XM_006568923,LOC100576986
XM_003251266,LOC100576986
XM_006568924,LOC100576986
XM_026438947,LOC724919
XR_001702095,LOC107964038
XM_006568907,LOC100578654
XM_006568904,LOC100578654
XM_026446412,LOC100578654
XR_003306555,LOC113219425
XM_006568899,LOC102653940
XM_006568901,LOC725144
XM_003251241,LOC725144
XM_006568902,LOC725144
XM_006568903,LOC725144
XM_001120073,LOC725144
XM_026446428,LOC725144
XM_006568900,LOC725144
XM_003251240,LOC100578484
XM_003251239,LOC100578412
XM_026439174,LOC107966086
XM_001121218,LOC725358
XM_016918100,LOC102656585
XM_016918099,LOC102656585
XM_016918098,LOC102656585
XM_006568670,GeneID_410815
XM_006568671,GeneID_410815
XM_006568679,GeneID_410815
XM_006568681,GeneID_410815
XM_006568669,GeneID_410815
XM_016917984,GeneID_410815
XM_016917987,GeneID_410815
XM_016917990,GeneID_410815
XM_006568668,GeneID_410815
XM_016917988,GeneID_410815
XM_016917983,GeneID_410815
XM_016917985,GeneID_410815
XM_026446366,GeneID_410815
XM_016917986,GeneID_410815
XM_006568672,GeneID_410815
XM_006568682,GeneID_410815
XM_006568683,GeneID_410815
XM_006568684,GeneID_410815
XM_006568685,GeneID_410815
NM_001040256,GeneID_410815
XM_006568690,GeneID_410815
XM_006568877,LOC100576847
XM_016910786,LOC725697
XM_016910787,LOC725697
XM_016910785,LOC725697
XM_392212,LOC408675
XM_016918129,LOC725958
NM_001011590,GeneID_406102
XM_016918132,LOC102656639
XM_026439295,LOC102656639
XM_016918128,LOC408677
XM_006568844,LOC408677
XM_006568845,LOC408677
XM_006568847,LOC408677
XM_006568851,LOC408677
XM_006568852,LOC408677
XM_026439294,LOC408677
XM_006568855,LOC408677
XM_394313,LOC410837
XR_411291,LOC102654939
NM_001206466,GeneID_410839
NM_001206467,GeneID_726127
XM_006568839,LOC408678
XM_006568840,LOC408678
XM_006568837,LOC408678
XM_006568838,LOC408678
XM_397517,LOC408678
XM_026438996,LOC726231
XM_026438997,LOC726231
XM_026438990,LOC726231
XM_026438994,LOC726231
XM_026438988,LOC726231
XM_026438989,LOC726231
XM_026438992,LOC726231
XM_026438993,LOC726231
XM_026438995,LOC726231
XM_026438991,LOC726231
XM_026438986,LOC726231
XM_026438985,LOC726231
XM_026438983,LOC726231
XM_026438984,LOC726231
XM_026438999,LOC726231
XM_006568834,LOC726280
XM_026439074,LOC726280
XM_026439075,LOC726280
XM_026439076,LOC726280
XM_026439077,LOC726280
XM_026439078,LOC726280
XM_026439098,LOC726332
XM_006568835,LOC726332
XM_396615,LOC413164
XM_026439094,LOC408662
XM_026439093,LOC408662
XM_026439085,LOC726461
XM_026439086,LOC726461
XM_026439087,LOC726461
XM_026439088,LOC726461
XM_026439089,LOC726461
XM_026439090,LOC726461
XM_026439091,LOC726461
XM_026439092,LOC726461
XM_026439083,LOC726461
XM_026439080,LOC726461
XM_026439082,LOC726461
XM_026439081,LOC726461
XM_026439084,LOC726461
XM_026439079,LOC726461
NR_039433,GeneID_100629061
GeneID_100629061_t1,GeneID_100629061
XM_026439095,LOC408661
XM_026439096,LOC408661
XM_026439097,LOC411764
XM_006568832,LOC411764
XM_006568826,LOC411764
XM_006568827,LOC411764
XM_006568828,LOC411764
XM_006568830,LOC411764
XM_006568831,LOC411764
XM_016910675,LOC411764
XM_395231,LOC411764
XM_006568824,LOC409192
XM_006568825,LOC409192
XM_026439227,LOC411766
XM_392758,LOC409234
XM_006568822,LOC552595
XM_006568820,LOC552562
XM_006568819,LOC552562
XM_395638,LOC412175
XM_006568816,LOC412175
XM_006568817,LOC412175
XM_623167,LOC411697
XM_026439212,LOC724299
XM_026439213,LOC724299
XM_026439214,LOC724299
XM_026439215,LOC724299
XM_026439216,LOC724299
XM_026439217,LOC724299
XM_026439218,LOC724299
XM_026439219,LOC724299
XM_395776,LOC412315
XM_006568809,LOC412315
XR_411276,LOC102656232
XM_006568802,LOC726589
XM_001122316,LOC726589
XM_026446393,LOC551492
XM_006568799,LOC551492
XM_006568800,LOC551492
XM_006568801,LOC551492
XM_016918024,LOC107966087
XM_001121022,LOC725138
XM_006568792,LOC552012
XM_624392,LOC552012
XM_392612,LOC409087
XM_006568790,LOC409087
XM_026446455,LOC409088
XM_392613,LOC409088
XM_026446452,LOC724986
XM_026446451,LOC724986
XM_397515,LOC408660
XM_016910780,LOC408660
XM_016910777,LOC408660
XM_016910781,LOC408660
XM_016910778,LOC408660
XM_016910779,LOC408660
XM_006568781,LOC551688
XM_006568782,LOC551688
XM_006568783,LOC551688
XM_016910776,LOC551688
XM_006568780,LOC551688
XM_016910768,LOC551688
XM_016910769,LOC551688
XM_016910770,LOC551688
XM_016910771,LOC551688
XM_016910773,LOC551688
XM_016910774,LOC551688
XM_026446454,LOC551688
XR_411270,LOC102654142
XM_026438854,LOC410811
XM_394287,LOC410811
XR_003304114,LOC410811
XM_001120980,LOC725091
XM_006568774,LOC725091
NM_001077810,GeneID_408658
XR_003304116,LOC102653939
NR_039517,GeneID_100629043
GeneID_100629043_t1,GeneID_100629043
XM_623930,LOC551535
XM_016918149,LOC413142
XR_411267,LOC102653600
XM_016918150,LOC107966117
XM_006568767,LOC552580
XM_003251218,LOC100577742
XM_026446479,LOC409034
XM_623193,LOC550804
XM_623354,LOC550804
XM_394284,LOC410808
XM_026446480,LOC410808
XM_006568762,LOC410808
XM_006568761,LOC725626
XR_001702192,LOC107964060
XM_006568760,LOC413209
XM_396658,LOC413209
XM_016910983,LOC413208
XM_006568758,LOC413208
XM_006568756,LOC725828
XM_001121629,LOC725828
XM_393613,LOC410130
XM_003251272,LOC410130
XM_006568751,LOC552319
XM_006568750,LOC408649
XM_392189,LOC408649
XM_006568745,LOC100577927
XM_006568744,LOC100577927
XR_411263,LOC102655624
XR_411264,LOC102655645
XR_001706533,LOC107966105
XM_026446516,LOC726128
XM_026438845,LOC408648
XM_016918065,LOC410792
XM_006568739,LOC410792
XM_394268,LOC410792
XM_016918066,LOC410792
XM_393616,LOC410133
XM_006568735,LOC726304
XM_006568734,LOC726304
XM_001122052,LOC726304
XM_006568732,LOC410000
XM_393488,LOC410000
XM_001122118,LOC726375
XM_392190,LOC408650
XM_006568722,LOC408652
XM_026446462,LOC408652
XM_026446463,LOC408652
NM_001319269,LOC726419
XM_392194,LOC408655
XR_411260,LOC408655
XM_001122210,LOC726478
XM_016918105,LOC410801
XM_016918106,LOC410801
XM_026438943,LOC100577377
XM_006568704,LOC408656
XM_392195,LOC408656
XM_394280,LOC410804
XM_016918125,LOC410804
XM_006568698,LOC410806
XM_006568699,LOC410806
XM_006568697,LOC410806
XM_623057,LOC410806
XM_026439568,LOC409422
XM_026439551,LOC409422
XM_026439552,LOC409422
XM_026439553,LOC409422
XM_026439555,LOC409422
XM_026439556,LOC409422
XM_026439557,LOC409422
XM_026439558,LOC409422
XM_026439559,LOC409422
XM_026439560,LOC409422
XM_026439561,LOC409422
XM_026439562,LOC409422
XM_026439563,LOC409422
XM_026439570,LOC409422
XM_026439571,LOC409422
XM_026439572,LOC409422
XM_026439573,LOC409422
XM_026439574,LOC409422
XM_026439575,LOC409422
XM_026439576,LOC409422
XM_026439577,LOC409422
XM_026439578,LOC409422
XM_026439579,LOC409422
XM_026439582,LOC409422
XM_026439583,LOC409422
XR_003304292,LOC409422
XR_003304287,LOC409422
XR_003304291,LOC409422
XR_003304285,LOC409422
XR_003304286,LOC409422
XR_003304289,LOC409422
XR_003304290,LOC409422
XR_003304288,LOC409422
XM_026439580,LOC409422
XM_026439549,LOC409422
XM_026439554,LOC409422
XM_026439566,LOC409422
XM_026439546,LOC409422
XM_026439564,LOC409422
XM_026439581,LOC409422
XM_026439547,LOC409422
XM_026439567,LOC409422
XM_026439569,LOC409422
XM_026439565,LOC409422
XM_026439548,LOC409422
XM_026439550,LOC409422
XM_026439584,LOC409422
XM_026439585,LOC409422
XM_026439586,LOC409422
XM_026439587,LOC409422
XM_026439589,LOC724483
XM_001120184,LOC724363
XM_006571808,LOC724270
XM_006571809,LOC724270
XM_006571810,LOC724270
XM_006571807,LOC724270
XR_412241,LOC724270
XM_016917220,LOC724270
XM_016917221,LOC724270
NR_127338,GeneID_104794355
GeneID_104794355_t1,GeneID_104794355
XM_026439760,LOC727354
XM_026439761,LOC727354
XM_026439770,LOC410161
XM_016917210,LOC410161
XM_016917211,LOC410161
XM_016917212,LOC410161
XM_016917213,LOC410161
XM_016917200,LOC410161
XM_026439762,LOC410161
XM_026439765,LOC410161
XM_026439769,LOC410161
XM_026439772,LOC410161
XM_026439771,LOC410161
XM_026439767,LOC410161
XM_026439763,LOC410161
XM_026439766,LOC410161
XM_026439768,LOC410161
XM_026439773,LOC410161
XM_026439682,LOC413372
XM_026439683,LOC413372
XM_026439686,LOC413372
XM_026439684,LOC413372
XM_026439685,LOC413372
XM_026439687,LOC413372
XM_026439688,LOC413372
XM_026439690,LOC413372
XM_026439689,LOC413372
XM_026439376,LOC102655050
XM_395962,LOC412506
XM_625024,LOC552649
XM_393161,LOC409663
XM_624617,LOC552241
XR_412287,LOC100576120
XM_624111,LOC551723
XM_003251776,LOC100576296
XM_396074,LOC412619
XM_026439538,LOC412619
XM_026439713,LOC552280
XM_026439712,LOC113218653
XR_003304385,LOC113218655
XM_006571868,LOC551442
XM_026439716,LOC102654682
XM_016917328,LOC552200
XM_624577,LOC552200
XM_026439711,LOC113218652
XM_026439408,LOC551465
XM_006572140,LOC552029
XM_006572139,LOC552029
XM_016917409,LOC552029
XM_625272,LOC552029
XR_003304478,LOC113218696
XR_003304462,LOC107965800
XR_003304463,LOC113218681
XR_003304469,LOC113218687
XM_001122840,LOC727126
XR_003304464,LOC113218682
XR_003304465,LOC113218683
XR_003304458,LOC113218677
XR_003304481,LOC113218699
XR_003304466,LOC113218684
XR_003304467,LOC113218685
XR_003304477,LOC113218695
XM_395325,LOC411858
XM_026439339,GeneID_411859
XM_026439337,GeneID_411859
XM_016911052,GeneID_411859
XM_026439338,GeneID_411859
NM_001162513,GeneID_411859
NR_127334,GeneID_104794351
GeneID_104794351_t1,GeneID_104794351
XM_026439399,LOC413416
XM_026439398,LOC413416
XM_026439400,LOC413416
XM_006557250,LOC413416
XM_016911128,LOC409286
XM_006557237,LOC409286
XM_006557239,LOC409286
XR_003304247,LOC409286
XM_006557238,LOC409286
XM_026439401,LOC409286
XM_006557240,LOC409286
XM_026439517,LOC113218627
XM_026439680,LOC100577436
XM_001119919,LOC724164
XM_001120105,LOC724301
XM_006557259,LOC724301
